"id","event","device","date","timestamp"
"12556","found","00:0E:ED:7D:E8:21","2005-10-10T17:58:54+01:00","1128963534"
"12557","lost","00:0E:ED:7D:E8:21","2005-10-10T17:59:39+01:00","1128963579"
"12558","found","00:12:62:29:3B:CF","2005-10-10T18:17:40+01:00","1128964660"
"12559","lost","00:12:62:29:3B:CF","2005-10-10T18:18:40+01:00","1128964720"
"12560","found","00:12:62:14:74:22","2005-10-10T18:42:41+01:00","1128966161"
"12561","lost","00:12:62:14:74:22","2005-10-10T18:43:26+01:00","1128966206"
"12562","found","00:09:2D:02:76:61","2005-10-10T19:02:56+01:00","1128967376"
"12563","found","00:13:70:A8:FA:96","2005-10-10T19:03:11+01:00","1128967391"
"12564","lost","00:09:2D:02:76:61","2005-10-10T19:03:41+01:00","1128967421"
"12565","lost","00:13:70:A8:FA:96","2005-10-10T19:03:56+01:00","1128967436"
"12566","found","00:14:A7:6D:E7:86","2005-10-10T19:16:12+01:00","1128968172"
"12567","lost","00:14:A7:6D:E7:86","2005-10-10T19:16:57+01:00","1128968217"
"12568","found","00:0F:B3:4F:FE:B3","2005-10-10T19:18:42+01:00","1128968322"
"12569","found","00:0E:07:88:D9:DE","2005-10-10T19:22:42+01:00","1128968562"
"12570","lost","00:0E:07:88:D9:DE","2005-10-10T19:24:57+01:00","1128968697"
"12571","found","00:0E:07:88:D9:DE","2005-10-10T19:25:12+01:00","1128968712"
"12572","lost","00:0E:07:88:D9:DE","2005-10-10T19:34:12+01:00","1128969252"
"12573","found","00:0E:07:88:D9:DE","2005-10-10T19:35:12+01:00","1128969312"
"12574","found","00:12:47:3E:6B:7E","2005-10-10T19:36:42+01:00","1128969402"
"12575","lost","00:12:47:3E:6B:7E","2005-10-10T19:37:27+01:00","1128969447"
"12576","found","00:12:EE:35:D2:5C","2005-10-10T19:41:27+01:00","1128969687"
"12577","lost","00:12:EE:35:D2:5C","2005-10-10T19:42:12+01:00","1128969732"
"12578","lost","00:0E:07:88:D9:DE","2005-10-10T19:44:57+01:00","1128969897"
"12579","found","00:0E:07:88:D9:DE","2005-10-10T19:45:12+01:00","1128969912"
"12580","lost","00:0E:07:88:D9:DE","2005-10-10T19:48:42+01:00","1128970122"
"12581","found","00:0E:07:88:D9:DE","2005-10-10T19:49:13+01:00","1128970153"
"12582","found","00:0E:6D:55:07:7D","2005-10-10T19:50:58+01:00","1128970258"
"12583","lost","00:0E:6D:55:07:7D","2005-10-10T19:51:43+01:00","1128970303"
"12584","found","00:11:9F:C9:58:F6","2005-10-10T19:52:58+01:00","1128970378"
"12585","lost","00:11:9F:C9:58:F6","2005-10-10T19:53:43+01:00","1128970423"
"12586","lost","00:0E:07:88:D9:DE","2005-10-10T20:05:28+01:00","1128971128"
"12587","found","00:13:FD:BA:0C:89","2005-10-10T20:09:43+01:00","1128971383"
"12588","lost","00:13:FD:BA:0C:89","2005-10-10T20:10:28+01:00","1128971428"
"12589","found","00:0E:6D:15:EE:4C","2005-10-10T20:12:13+01:00","1128971533"
"12590","lost","00:0E:6D:15:EE:4C","2005-10-10T20:12:58+01:00","1128971578"
"12591","found","00:E0:0C:50:E8:FD","2005-10-10T20:16:43+01:00","1128971803"
"12592","lost","00:E0:0C:50:E8:FD","2005-10-10T20:17:28+01:00","1128971848"
"12593","found","00:12:62:D6:91:1C","2005-10-10T21:10:15+01:00","1128975015"
"12594","lost","00:12:62:D6:91:1C","2005-10-10T21:11:00+01:00","1128975060"
"12595","found","00:0E:ED:7C:39:F8","2005-10-10T21:37:31+01:00","1128976651"
"12596","lost","00:0E:ED:7C:39:F8","2005-10-10T21:38:16+01:00","1128976696"
"12597","found","00:12:47:18:84:BE","2005-10-10T22:00:01+01:00","1128978001"
"12598","lost","00:12:47:18:84:BE","2005-10-10T22:00:46+01:00","1128978046"
"12599","found","00:12:47:18:84:BE","2005-10-10T22:25:47+01:00","1128979547"
"12600","found","00:12:47:DD:79:11","2005-10-10T22:25:47+01:00","1128979547"
"12601","found","00:12:47:DF:CF:99","2005-10-10T22:25:47+01:00","1128979547"
"12602","lost","00:12:47:18:84:BE","2005-10-10T22:26:32+01:00","1128979592"
"12603","lost","00:12:47:DD:79:11","2005-10-10T22:26:32+01:00","1128979592"
"12604","lost","00:12:47:DF:CF:99","2005-10-10T22:26:32+01:00","1128979592"
"12605","found","00:12:62:A1:82:81","2005-10-10T22:45:17+01:00","1128980717"
"12606","lost","00:12:62:A1:82:81","2005-10-10T22:46:02+01:00","1128980762"
"12607","found","00:11:9F:4F:87:42","2005-10-10T23:25:34+01:00","1128983134"
"12608","lost","00:11:9F:4F:87:42","2005-10-10T23:26:19+01:00","1128983179"
"12609","found","00:13:70:19:ED:0F","2005-10-10T23:54:49+01:00","1128984889"
"12610","lost","00:13:70:19:ED:0F","2005-10-10T23:55:34+01:00","1128984934"
"12611","found","00:13:FD:F6:C7:E9","2005-10-11T00:18:20+01:00","1128986300"
"12612","lost","00:13:FD:F6:C7:E9","2005-10-11T00:19:05+01:00","1128986345"
"12613","found","00:0F:DE:33:5F:8F","2005-10-11T00:33:20+01:00","1128987200"
"12614","lost","00:0F:DE:33:5F:8F","2005-10-11T00:34:06+01:00","1128987246"
"12615","lost","00:0F:B3:4F:FE:B3","2005-10-11T01:09:06+01:00","1128989346"
"12616","found","00:0E:ED:12:8B:BE","2005-10-11T01:17:52+01:00","1128989872"
"12617","lost","00:0E:ED:12:8B:BE","2005-10-11T01:18:37+01:00","1128989917"
"12618","found","00:12:62:1B:1C:F2","2005-10-11T01:26:07+01:00","1128990367"
"12619","lost","00:12:62:1B:1C:F2","2005-10-11T01:27:07+01:00","1128990427"
"12620","found","00:0E:ED:12:8B:BE","2005-10-11T01:46:53+01:00","1128991613"
"12621","lost","00:0E:ED:12:8B:BE","2005-10-11T01:47:38+01:00","1128991658"
"12622","found","00:0A:D9:9A:CE:88","2005-10-11T02:11:38+01:00","1128993098"
"12623","lost","00:0A:D9:9A:CE:88","2005-10-11T02:12:23+01:00","1128993143"
"12624","lost","00:0F:B3:92:05:D3","2005-10-11T03:05:40+01:00","1128996340"
"12625","found","00:0F:B3:92:05:D3","2005-10-11T03:06:10+01:00","1128996370"
"12626","found","00:0F:DE:9B:89:89","2005-10-11T03:17:40+01:00","1128997060"
"12627","lost","00:0F:DE:9B:89:89","2005-10-11T03:18:25+01:00","1128997105"
"12628","found","00:0E:07:84:9A:56","2005-10-11T03:32:56+01:00","1128997976"
"12629","lost","00:0E:07:84:9A:56","2005-10-11T03:33:41+01:00","1128998021"
"12630","lost","00:0F:B3:92:05:D3","2005-10-11T04:27:42+01:00","1129001262"
"12631","found","00:0F:B3:92:05:D3","2005-10-11T06:54:46+01:00","1129010086"
"12632","found","00:13:FD:8B:EB:6B","2005-10-11T07:08:47+01:00","1129010927"
"12633","lost","00:13:FD:8B:EB:6B","2005-10-11T07:09:32+01:00","1129010972"
"12634","lost","00:0F:B3:92:05:D3","2005-10-11T07:24:47+01:00","1129011887"
"12635","found","00:0F:B3:92:05:D3","2005-10-11T07:25:02+01:00","1129011902"
"12636","lost","00:0F:B3:92:05:D3","2005-10-11T07:27:32+01:00","1129012052"
"12637","found","00:0F:B3:92:05:D3","2005-10-11T07:27:47+01:00","1129012067"
"12638","found","00:02:EE:75:02:1D","2005-10-11T07:32:03+01:00","1129012323"
"12639","lost","00:02:EE:75:02:1D","2005-10-11T07:32:48+01:00","1129012368"
"12640","found","00:02:C7:4B:9C:5A","2005-10-11T07:57:33+01:00","1129013853"
"12641","lost","00:02:C7:4B:9C:5A","2005-10-11T07:58:18+01:00","1129013898"
"12642","found","00:12:62:01:16:BB","2005-10-11T07:59:18+01:00","1129013958"
"12643","lost","00:12:62:01:16:BB","2005-10-11T08:00:03+01:00","1129014003"
"12644","found","00:0F:DE:9D:8A:96","2005-10-11T08:12:19+01:00","1129014739"
"12645","lost","00:0F:DE:9D:8A:96","2005-10-11T08:13:04+01:00","1129014784"
"12646","found","00:12:47:C5:BA:35","2005-10-11T08:14:04+01:00","1129014844"
"12647","lost","00:12:47:C5:BA:35","2005-10-11T08:14:49+01:00","1129014889"
"12648","found","00:12:47:64:C8:53","2005-10-11T08:31:49+01:00","1129015909"
"12649","lost","00:12:47:64:C8:53","2005-10-11T08:32:34+01:00","1129015954"
"12650","found","00:0F:DE:33:5F:8F","2005-10-11T08:37:04+01:00","1129016224"
"12651","found","00:12:EE:36:39:DB","2005-10-11T08:37:04+01:00","1129016224"
"12652","lost","00:0F:DE:33:5F:8F","2005-10-11T08:37:49+01:00","1129016269"
"12653","lost","00:12:EE:36:39:DB","2005-10-11T08:37:49+01:00","1129016269"
"12654","found","00:0E:ED:1E:66:59","2005-10-11T08:49:05+01:00","1129016945"
"12655","found","00:12:62:EA:1B:2C","2005-10-11T08:49:35+01:00","1129016975"
"12656","lost","00:0E:ED:1E:66:59","2005-10-11T08:49:50+01:00","1129016990"
"12657","lost","00:12:62:EA:1B:2C","2005-10-11T08:50:20+01:00","1129017020"
"12658","found","00:0E:07:75:4A:D6","2005-10-11T08:52:50+01:00","1129017170"
"12659","lost","00:0E:07:75:4A:D6","2005-10-11T08:53:35+01:00","1129017215"
"12660","lost","00:0F:B3:92:05:D3","2005-10-11T09:16:35+01:00","1129018595"
"12661","found","00:0F:B3:92:05:D3","2005-10-11T09:17:06+01:00","1129018626"
"12662","lost","00:0F:B3:92:05:D3","2005-10-11T09:18:06+01:00","1129018686"
"12663","found","00:0F:B3:92:05:D3","2005-10-11T09:18:21+01:00","1129018701"
"12664","lost","00:0F:B3:92:05:D3","2005-10-11T09:19:36+01:00","1129018776"
"12665","found","00:0F:B3:92:05:D3","2005-10-11T09:20:06+01:00","1129018806"
"12666","lost","00:0F:B3:92:05:D3","2005-10-11T09:21:36+01:00","1129018896"
"12667","found","00:0F:B3:92:05:D3","2005-10-11T09:22:06+01:00","1129018926"
"12668","lost","00:0F:B3:92:05:D3","2005-10-11T09:23:21+01:00","1129019001"
"12669","found","00:0F:B3:92:05:D3","2005-10-11T09:23:36+01:00","1129019016"
"12670","lost","00:0F:B3:92:05:D3","2005-10-11T09:24:21+01:00","1129019061"
"12671","found","00:0F:B3:92:05:D3","2005-10-11T09:25:21+01:00","1129019121"
"12672","lost","00:0F:B3:92:05:D3","2005-10-11T09:26:36+01:00","1129019196"
"12673","found","00:0F:B3:92:05:D3","2005-10-11T09:26:51+01:00","1129019211"
"12674","lost","00:0F:B3:92:05:D3","2005-10-11T09:28:51+01:00","1129019331"
"12675","found","00:0F:B3:92:05:D3","2005-10-11T09:29:36+01:00","1129019376"
"12676","lost","00:0F:B3:92:05:D3","2005-10-11T09:30:51+01:00","1129019451"
"12677","found","00:0F:B3:92:05:D3","2005-10-11T09:32:06+01:00","1129019526"
"12678","found","00:12:62:C5:03:45","2005-10-11T09:34:06+01:00","1129019646"
"12679","lost","00:0F:B3:92:05:D3","2005-10-11T09:34:36+01:00","1129019676"
"12680","found","00:0F:B3:92:05:D3","2005-10-11T09:35:06+01:00","1129019706"
"12681","lost","00:12:62:C5:03:45","2005-10-11T09:35:06+01:00","1129019706"
"12682","lost","00:0F:B3:92:05:D3","2005-10-11T09:36:51+01:00","1129019811"
"12683","found","00:0F:B3:92:05:D3","2005-10-11T09:37:06+01:00","1129019826"
"12684","found","00:14:A7:66:08:56","2005-10-11T09:43:36+01:00","1129020216"
"12685","lost","00:14:A7:66:08:56","2005-10-11T09:44:21+01:00","1129020261"
"12686","lost","00:0F:B3:92:05:D3","2005-10-11T09:48:21+01:00","1129020501"
"12687","found","00:0F:B3:92:05:D3","2005-10-11T09:48:37+01:00","1129020517"
"12688","lost","00:0F:B3:92:05:D3","2005-10-11T09:49:22+01:00","1129020562"
"12689","found","00:0F:B3:92:05:D3","2005-10-11T09:50:22+01:00","1129020622"
"12690","lost","00:0F:B3:92:05:D3","2005-10-11T09:52:37+01:00","1129020757"
"12691","found","00:0F:B3:92:05:D3","2005-10-11T09:53:22+01:00","1129020802"
"12692","lost","00:0F:B3:92:05:D3","2005-10-11T09:56:52+01:00","1129021012"
"12693","found","00:0F:B3:92:05:D3","2005-10-11T09:57:07+01:00","1129021027"
"12694","found","00:02:C7:6E:BB:67","2005-10-11T10:01:37+01:00","1129021297"
"12695","lost","00:02:C7:6E:BB:67","2005-10-11T10:02:22+01:00","1129021342"
"12696","lost","00:0F:B3:92:05:D3","2005-10-11T10:04:22+01:00","1129021462"
"12697","found","00:0F:B3:92:05:D3","2005-10-11T10:04:37+01:00","1129021477"
"12698","lost","00:0F:B3:92:05:D3","2005-10-11T10:05:37+01:00","1129021537"
"12699","found","00:0F:B3:92:05:D3","2005-10-11T10:05:52+01:00","1129021552"
"12700","lost","00:0F:B3:92:05:D3","2005-10-11T10:28:37+01:00","1129022917"
"12701","found","00:0F:B3:92:05:D3","2005-10-11T10:29:22+01:00","1129022962"
"12702","found","00:60:57:63:BA:EB","2005-10-11T10:29:37+01:00","1129022977"
"12703","lost","00:0F:B3:92:05:D3","2005-10-11T10:30:07+01:00","1129023007"
"12704","lost","00:60:57:63:BA:EB","2005-10-11T10:30:22+01:00","1129023022"
"12705","found","00:0F:B3:92:05:D3","2005-10-11T10:30:52+01:00","1129023052"
"12706","lost","00:0F:B3:92:05:D3","2005-10-11T10:35:53+01:00","1129023353"
"12707","found","00:0F:B3:92:05:D3","2005-10-11T10:36:08+01:00","1129023368"
"12708","lost","00:0F:B3:92:05:D3","2005-10-11T10:49:08+01:00","1129024148"
"12709","found","00:0F:B3:92:05:D3","2005-10-11T10:49:23+01:00","1129024163"
"12710","lost","00:0F:B3:92:05:D3","2005-10-11T10:54:53+01:00","1129024493"
"12711","found","00:0F:B3:92:05:D3","2005-10-11T10:56:23+01:00","1129024583"
"12712","lost","00:0F:B3:92:05:D3","2005-10-11T11:02:23+01:00","1129024943"
"12713","found","00:0F:B3:92:05:D3","2005-10-11T11:02:38+01:00","1129024958"
"12714","lost","00:0F:B3:92:05:D3","2005-10-11T11:03:23+01:00","1129025003"
"12715","found","00:0F:B3:92:05:D3","2005-10-11T11:03:38+01:00","1129025018"
"12716","found","00:12:EE:2F:9A:C3","2005-10-11T11:09:23+01:00","1129025363"
"12717","lost","00:12:EE:2F:9A:C3","2005-10-11T11:10:08+01:00","1129025408"
"12718","found","00:12:62:C4:D9:0E","2005-10-11T11:11:53+01:00","1129025513"
"12719","lost","00:12:62:C4:D9:0E","2005-10-11T11:12:38+01:00","1129025558"
"12720","found","00:60:57:63:BA:EB","2005-10-11T11:19:24+01:00","1129025964"
"12721","lost","00:60:57:63:BA:EB","2005-10-11T11:20:09+01:00","1129026009"
"12722","lost","00:0F:B3:92:05:D3","2005-10-11T11:24:24+01:00","1129026264"
"12723","found","00:0F:B3:92:05:D3","2005-10-11T11:24:39+01:00","1129026279"
"12724","lost","00:0F:B3:92:05:D3","2005-10-11T11:26:24+01:00","1129026384"
"12725","found","00:0F:B3:92:05:D3","2005-10-11T11:26:39+01:00","1129026399"
"12726","lost","00:0F:B3:92:05:D3","2005-10-11T11:35:39+01:00","1129026939"
"12727","found","00:0F:B3:92:05:D3","2005-10-11T11:35:54+01:00","1129026954"
"12728","lost","00:0F:B3:92:05:D3","2005-10-11T11:38:24+01:00","1129027104"
"12729","found","00:0F:B3:92:05:D3","2005-10-11T11:38:39+01:00","1129027119"
"12730","found","00:0F:DE:6D:B8:A6","2005-10-11T11:38:39+01:00","1129027119"
"12731","lost","00:0F:DE:6D:B8:A6","2005-10-11T11:39:24+01:00","1129027164"
"12732","lost","00:0F:B3:92:05:D3","2005-10-11T11:47:24+01:00","1129027644"
"12733","found","00:0F:B3:92:05:D3","2005-10-11T11:47:54+01:00","1129027674"
"12734","lost","00:0F:B3:92:05:D3","2005-10-11T11:49:39+01:00","1129027779"
"12735","found","00:0F:B3:92:05:D3","2005-10-11T11:51:09+01:00","1129027869"
"12736","lost","00:0F:B3:92:05:D3","2005-10-11T11:55:09+01:00","1129028109"
"12737","found","00:0F:B3:92:05:D3","2005-10-11T11:55:24+01:00","1129028124"
"12738","lost","00:0F:B3:92:05:D3","2005-10-11T11:57:25+01:00","1129028245"
"12739","found","00:0F:B3:92:05:D3","2005-10-11T11:58:25+01:00","1129028305"
"12740","lost","00:0F:B3:92:05:D3","2005-10-11T11:59:55+01:00","1129028395"
"12741","found","00:0F:B3:92:05:D3","2005-10-11T12:00:40+01:00","1129028440"
"12742","lost","00:0F:B3:92:05:D3","2005-10-11T12:01:25+01:00","1129028485"
"12743","found","00:0F:B3:92:05:D3","2005-10-11T12:01:55+01:00","1129028515"
"12744","lost","00:0F:B3:92:05:D3","2005-10-11T12:04:10+01:00","1129028650"
"12745","found","00:0F:B3:92:05:D3","2005-10-11T12:04:25+01:00","1129028665"
"12746","found","00:12:EE:2F:9A:C3","2005-10-11T12:07:25+01:00","1129028845"
"12747","lost","00:12:EE:2F:9A:C3","2005-10-11T12:08:10+01:00","1129028890"
"12748","lost","00:0F:B3:92:05:D3","2005-10-11T12:09:25+01:00","1129028965"
"12749","found","00:0F:B3:92:05:D3","2005-10-11T12:11:55+01:00","1129029115"
"12750","lost","00:0F:B3:92:05:D3","2005-10-11T12:12:55+01:00","1129029175"
"12751","found","00:0F:B3:92:05:D3","2005-10-11T12:13:10+01:00","1129029190"
"12752","lost","00:0F:B3:92:05:D3","2005-10-11T12:15:25+01:00","1129029325"
"12753","found","00:0F:B3:92:05:D3","2005-10-11T12:15:40+01:00","1129029340"
"12754","lost","00:0F:B3:92:05:D3","2005-10-11T12:18:25+01:00","1129029505"
"12755","found","00:0F:B3:92:05:D3","2005-10-11T12:18:55+01:00","1129029535"
"12756","lost","00:0F:B3:92:05:D3","2005-10-11T12:21:55+01:00","1129029715"
"12757","found","00:0F:B3:92:05:D3","2005-10-11T12:22:40+01:00","1129029760"
"12758","lost","00:0F:B3:92:05:D3","2005-10-11T12:28:40+01:00","1129030120"
"12759","found","00:0F:B3:92:05:D3","2005-10-11T12:29:25+01:00","1129030165"
"12760","lost","00:0F:B3:92:05:D3","2005-10-11T12:32:25+01:00","1129030345"
"12761","found","00:0F:B3:92:05:D3","2005-10-11T12:32:55+01:00","1129030375"
"12762","lost","00:0F:B3:92:05:D3","2005-10-11T12:33:40+01:00","1129030420"
"12763","found","00:0F:B3:92:05:D3","2005-10-11T12:38:25+01:00","1129030705"
"12764","lost","00:0F:B3:92:05:D3","2005-10-11T12:41:26+01:00","1129030886"
"12765","found","00:0F:B3:92:05:D3","2005-10-11T12:42:11+01:00","1129030931"
"12766","lost","00:0F:B3:92:05:D3","2005-10-11T12:42:56+01:00","1129030976"
"12767","found","00:0F:B3:92:05:D3","2005-10-11T12:43:11+01:00","1129030991"
"12768","lost","00:0F:B3:92:05:D3","2005-10-11T12:46:41+01:00","1129031201"
"12769","found","00:0F:B3:92:05:D3","2005-10-11T12:47:26+01:00","1129031246"
"12770","lost","00:0F:B3:92:05:D3","2005-10-11T12:48:26+01:00","1129031306"
"12771","found","00:0F:B3:92:05:D3","2005-10-11T12:48:56+01:00","1129031336"
"12772","lost","00:0F:B3:92:05:D3","2005-10-11T12:50:26+01:00","1129031426"
"12773","found","00:0F:B3:92:05:D3","2005-10-11T12:52:41+01:00","1129031561"
"12774","lost","00:0F:B3:92:05:D3","2005-10-11T12:53:26+01:00","1129031606"
"12775","found","00:0F:B3:92:05:D3","2005-10-11T12:55:26+01:00","1129031726"
"12776","lost","00:0F:B3:92:05:D3","2005-10-11T12:56:11+01:00","1129031771"
"12777","lost","00:0E:ED:00:4F:C5","2005-10-11T12:57:56+01:00","1129031876"
"12778","found","00:0F:B3:92:05:D3","2005-10-11T13:02:26+01:00","1129032146"
"12779","lost","00:0F:B3:92:05:D3","2005-10-11T13:03:11+01:00","1129032191"
"12780","found","00:0E:ED:1D:B3:28","2005-10-11T13:04:41+01:00","1129032281"
"12781","lost","00:0E:ED:1D:B3:28","2005-10-11T13:05:26+01:00","1129032326"
"12782","found","00:0F:B3:92:05:D3","2005-10-11T13:07:11+01:00","1129032431"
"12783","lost","00:0F:B3:92:05:D3","2005-10-11T13:07:56+01:00","1129032476"
"12784","found","00:0F:B3:92:05:D3","2005-10-11T13:09:41+01:00","1129032581"
"12785","lost","00:0F:B3:92:05:D3","2005-10-11T13:10:26+01:00","1129032626"
"12786","found","00:0F:B3:92:05:D3","2005-10-11T13:14:26+01:00","1129032866"
"12787","lost","00:0F:B3:92:05:D3","2005-10-11T13:15:11+01:00","1129032911"
"12788","found","00:0F:B3:92:05:D3","2005-10-11T13:15:56+01:00","1129032956"
"12789","found","00:0E:6D:4D:3A:E8","2005-10-11T13:16:41+01:00","1129033001"
"12790","lost","00:0F:B3:92:05:D3","2005-10-11T13:16:41+01:00","1129033001"
"12791","lost","00:0E:6D:4D:3A:E8","2005-10-11T13:18:11+01:00","1129033091"
"12792","found","00:0F:B3:92:05:D3","2005-10-11T13:19:27+01:00","1129033167"
"12793","lost","00:0F:B3:92:05:D3","2005-10-11T13:20:12+01:00","1129033212"
"12794","found","00:12:62:A7:25:2E","2005-10-11T13:20:42+01:00","1129033242"
"12795","lost","00:12:62:A7:25:2E","2005-10-11T13:21:27+01:00","1129033287"
"12796","found","00:0E:ED:1D:B3:28","2005-10-11T13:29:12+01:00","1129033752"
"12797","found","00:0F:B3:92:05:D3","2005-10-11T13:29:42+01:00","1129033782"
"12798","lost","00:0E:ED:1D:B3:28","2005-10-11T13:29:57+01:00","1129033797"
"12799","lost","00:0F:B3:92:05:D3","2005-10-11T13:30:27+01:00","1129033827"
"12800","found","00:0F:B3:92:05:D3","2005-10-11T13:31:42+01:00","1129033902"
"12801","lost","00:0F:B3:92:05:D3","2005-10-11T13:32:27+01:00","1129033947"
"12802","found","00:0F:B3:92:05:D3","2005-10-11T13:33:27+01:00","1129034007"
"12803","lost","00:0F:B3:92:05:D3","2005-10-11T13:34:12+01:00","1129034052"
"12804","found","00:0F:B3:92:05:D3","2005-10-11T13:34:42+01:00","1129034082"
"12805","lost","00:0F:B3:92:05:D3","2005-10-11T13:35:57+01:00","1129034157"
"12806","found","00:0F:B3:92:05:D3","2005-10-11T13:37:27+01:00","1129034247"
"12807","lost","00:0F:B3:92:05:D3","2005-10-11T13:38:12+01:00","1129034292"
"12808","found","00:0F:B3:92:05:D3","2005-10-11T13:39:57+01:00","1129034397"
"12809","lost","00:0F:B3:92:05:D3","2005-10-11T13:41:57+01:00","1129034517"
"12810","found","00:12:62:12:93:94","2005-10-11T13:43:27+01:00","1129034607"
"12811","lost","00:12:62:12:93:94","2005-10-11T13:44:12+01:00","1129034652"
"12812","found","00:0F:B3:92:05:D3","2005-10-11T13:44:57+01:00","1129034697"
"12813","lost","00:0F:B3:92:05:D3","2005-10-11T13:45:42+01:00","1129034742"
"12814","found","00:0F:B3:92:05:D3","2005-10-11T13:46:42+01:00","1129034802"
"12815","lost","00:0F:B3:92:05:D3","2005-10-11T13:47:27+01:00","1129034847"
"12816","found","00:0F:B3:92:05:D3","2005-10-11T13:48:12+01:00","1129034892"
"12817","lost","00:0F:B3:92:05:D3","2005-10-11T13:48:57+01:00","1129034937"
"12818","found","00:0F:B3:92:05:D3","2005-10-11T13:51:42+01:00","1129035102"
"12819","found","00:08:3C:17:F1:EC","2005-10-11T13:52:27+01:00","1129035147"
"12820","lost","00:0F:B3:92:05:D3","2005-10-11T13:52:27+01:00","1129035147"
"12821","lost","00:08:3C:17:F1:EC","2005-10-11T13:53:12+01:00","1129035192"
"12822","found","00:0F:B3:92:05:D3","2005-10-11T13:55:12+01:00","1129035312"
"12823","lost","00:0F:B3:92:05:D3","2005-10-11T13:55:57+01:00","1129035357"
"12824","found","00:0F:B3:92:05:D3","2005-10-11T13:56:27+01:00","1129035387"
"12825","found","00:13:6C:30:A1:34","2005-10-11T13:56:42+01:00","1129035402"
"12826","lost","00:0F:B3:92:05:D3","2005-10-11T13:57:13+01:00","1129035433"
"12827","lost","00:13:6C:30:A1:34","2005-10-11T13:57:27+01:00","1129035447"
"12828","found","00:0F:B3:92:05:D3","2005-10-11T13:58:28+01:00","1129035508"
"12829","lost","00:0F:B3:92:05:D3","2005-10-11T13:59:13+01:00","1129035553"
"12830","found","00:0F:B3:92:05:D3","2005-10-11T14:00:58+01:00","1129035658"
"12831","found","00:12:62:EA:1B:2C","2005-10-11T14:02:13+01:00","1129035733"
"12832","lost","00:0F:B3:92:05:D3","2005-10-11T14:02:28+01:00","1129035748"
"12833","found","00:0F:B3:92:05:D3","2005-10-11T14:02:43+01:00","1129035763"
"12834","lost","00:12:62:EA:1B:2C","2005-10-11T14:02:58+01:00","1129035778"
"12835","lost","00:0F:B3:92:05:D3","2005-10-11T14:03:58+01:00","1129035838"
"12836","found","00:0F:B3:92:05:D3","2005-10-11T14:05:43+01:00","1129035943"
"12837","lost","00:0F:B3:92:05:D3","2005-10-11T14:06:28+01:00","1129035988"
"12838","found","00:0F:B3:92:05:D3","2005-10-11T14:06:58+01:00","1129036018"
"12839","lost","00:0F:B3:92:05:D3","2005-10-11T14:07:43+01:00","1129036063"
"12840","found","00:0F:B3:92:05:D3","2005-10-11T14:08:43+01:00","1129036123"
"12841","lost","00:0F:B3:92:05:D3","2005-10-11T14:09:58+01:00","1129036198"
"12842","found","00:0F:B3:92:05:D3","2005-10-11T14:10:58+01:00","1129036258"
"12843","lost","00:0F:B3:92:05:D3","2005-10-11T14:11:43+01:00","1129036303"
"12844","found","00:0F:B3:92:05:D3","2005-10-11T14:12:13+01:00","1129036333"
"12845","lost","00:0F:B3:92:05:D3","2005-10-11T14:12:58+01:00","1129036378"
"12846","found","00:0F:B3:92:05:D3","2005-10-11T14:13:28+01:00","1129036408"
"12847","lost","00:0F:B3:92:05:D3","2005-10-11T14:15:13+01:00","1129036513"
"12848","found","00:0F:B3:92:05:D3","2005-10-11T14:15:43+01:00","1129036543"
"12849","lost","00:0F:B3:92:05:D3","2005-10-11T14:16:28+01:00","1129036588"
"12850","found","00:0F:B3:92:05:D3","2005-10-11T14:16:58+01:00","1129036618"
"12851","lost","00:0F:B3:92:05:D3","2005-10-11T14:17:43+01:00","1129036663"
"12852","found","00:12:47:5E:FC:D4","2005-10-11T14:17:58+01:00","1129036678"
"12853","lost","00:12:47:5E:FC:D4","2005-10-11T14:18:43+01:00","1129036723"
"12854","found","00:0F:B3:92:05:D3","2005-10-11T14:18:58+01:00","1129036738"
"12855","lost","00:0F:B3:92:05:D3","2005-10-11T14:19:43+01:00","1129036783"
"12856","found","00:60:57:D5:55:C7","2005-10-11T14:25:58+01:00","1129037158"
"12857","lost","00:60:57:D5:55:C7","2005-10-11T14:26:43+01:00","1129037203"
"12858","found","00:0F:B3:92:05:D3","2005-10-11T14:27:13+01:00","1129037233"
"12859","lost","00:0F:B3:92:05:D3","2005-10-11T14:27:58+01:00","1129037278"
"12860","found","00:02:EE:4F:71:75","2005-10-11T14:28:58+01:00","1129037338"
"12861","lost","00:02:EE:4F:71:75","2005-10-11T14:29:43+01:00","1129037383"
"12862","found","00:0F:B3:92:05:D3","2005-10-11T14:30:58+01:00","1129037458"
"12863","lost","00:0F:B3:92:05:D3","2005-10-11T14:31:43+01:00","1129037503"
"12864","found","00:12:62:E1:C7:D2","2005-10-11T14:32:13+01:00","1129037533"
"12865","found","00:0F:B3:92:05:D3","2005-10-11T14:32:43+01:00","1129037563"
"12866","lost","00:12:62:E1:C7:D2","2005-10-11T14:32:58+01:00","1129037578"
"12867","lost","00:0F:B3:92:05:D3","2005-10-11T14:34:28+01:00","1129037668"
"12868","found","00:0F:B3:92:05:D3","2005-10-11T14:35:58+01:00","1129037758"
"12869","lost","00:0F:B3:92:05:D3","2005-10-11T14:37:14+01:00","1129037834"
"12870","found","00:0F:B3:92:05:D3","2005-10-11T14:39:29+01:00","1129037969"
